    college_code,college_name,branch,oc,bc,bcm,mbc,sc,sca,st
4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",ELECTRONICS AND COMMUNICATION ENGINEERING,114.0,,,,,,
4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",ELECTRICAL AND ELECTRONICS ENGINEERING,90.5,,,,,,
4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",INFORMATION TECHNOLOGY,105.0,,,,,,
4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",MECHANICAL ENGINEERING,93.0,,,,,,
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",Artificial Intelligence and Data Science,137.0,95.5,127.5,,,,
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",CIVIL ENGINEERING,113.5,,107.0,,,,
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",COMPUTER SCIENCE AND ENGINEERING,139.5,114.0,117.0,,,,
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",ELECTRONICS AND COMMUNICATION ENGINEERING,126.5,,119.5,,,,
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",ELECTRICAL AND ELECTRONICS ENGINEERING,111.0,,,,,,
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",INFORMATION TECHNOLOGY,137.5,111.5,115.5,,,,
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",MECHANICAL ENGINEERING,104.0,,90.0,,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",Artificial Intelligence and Data Science,97.0,,,,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,,,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",CIVIL ENGINEERING,,,,,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",COMPUTER SCIENCE AND ENGINEERING,105.0,,,,,96.0,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",MECHANICAL ENGINEERING,,,,,,,
4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",CIVIL ENGINEERING,,,,,,,
4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",COMPUTER SCIENCE AND ENGINEERING,,,,,,,
4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",MECHANICAL ENGINEERING,,,,,,,
4999,"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",Artificial Intelligence and Data Science,130.0,97.0,,,87.5,,
4999,"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",BIO MEDICAL ENGINEERING,104.5,,,,,,
4999,"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",COMPUTER SCIENCE AND ENGINEERING,141.0,104.0,,,,,
4999,"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",ELECTRONICS AND COMMUNICATION ENGINEERING,127.5,,,,,,
4999,"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",MECHANICAL ENGINEERING,94.5,,,,,,
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",Artificial Intelligence and Data Science,134.5,,132.5,,,,
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",AGRICULTURAL ENGINEERING,,,,,,,
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",CIVIL ENGINEERING,119.5,84.5,82.0,,,,
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",COMPUTER SCIENCE AND ENGINEERING,131.5,90.5,,,,,
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",ELECTRONICS AND COMMUNICATION ENGINEERING,109.5,,90.5,,,,
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",ELECTRICAL AND ELECTRONICS ENGINEERING,109.5,,,,,,
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",MECHANICAL ENGINEERING,103.0,,,,,,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",Artificial Intelligence and Data Science,163.0,151.0,160.0,136.0,123.0,,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),148.0,143.0,132.5,127.5,,109.0,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,142.0,136.5,138.5,110.5,,,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",CIVIL ENGINEERING,127.5,111.0,126.0,,98.0,,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",COMPUTER SCIENCE AND ENGINEERING,170.5,165.5,170.5,138.5,129.5,109.5,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",ELECTRONICS AND COMMUNICATION ENGINEERING,161.0,150.0,154.5,144.5,120.5,129.5,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",ELECTRICAL AND ELECTRONICS ENGINEERING,137.0,118.5,125.5,114.5,,,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",INFORMATION TECHNOLOGY,160.5,151.0,159.5,141.0,,116.0,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",MECHANICAL ENGINEERING,143.5,115.5,126.5,121.0,,,
5530,"SSM Institute of Engineering and Technology (Autonomous), Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",Computer Science and Engineering (Cyber Security),154.0,143.5,142.0,127.5,,101.0,
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai-625122.",CIVIL ENGINEERING,,,,,,,
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai-625122.",COMPUTER SCIENCE AND ENGINEERING,129.0,,128.5,,,122.5,125.5
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai-625122.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai-625122.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai-625122.",MECHANICAL ENGINEERING,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",Artificial Intelligence and Data Science,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",AGRICULTURAL ENGINEERING,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",CIVIL ENGINEERING,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",COMPUTER SCIENCE AND ENGINEERING,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",FASHION TECHNOLOGY,,,,,,,
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivaganga-630307.",MECHANICAL ENGINEERING,,,,,,,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",AGRICULTURAL ENGINEERING,130.0,,82.0,,95.5,99.5,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),152.5,137.0,97.5,117.0,134.5,150.0,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",COMPUTER SCIENCE AND ENGINEERING,150.0,142.0,149.5,102.0,130.5,91.0,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",ELECTRONICS AND COMMUNICATION ENGINEERING,142.0,125.0,138.5,,,,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",ELECTRICAL AND ELECTRONICS ENGINEERING,135.5,,123.0,99.5,,93.5,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",Electronics Engineering (VLSI Design and Technology),129.0,119.5,,,109.0,,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",INFORMATION TECHNOLOGY,143.5,131.5,132.5,103.5,125.5,137.5,
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",MECHANICAL ENGINEERING,107.0,80.5,85.0,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",Artificial Intelligence and Data Science,,,,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",BIO MEDICAL ENGINEERING,,,,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",CIVIL ENGINEERING,,,,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",COMPUTER SCIENCE AND ENGINEERING,,,,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",MECHANICAL ENGINEERING,,,,,,,
5545,"G.T.N COLLEGE OF TECHNOLOGY, OLD KARUR ROAD, DINDIGUL - 624005",Artificial Intelligence and Data Science,122.0,,112.0,,,,
5545,"G.T.N COLLEGE OF TECHNOLOGY, OLD KARUR ROAD, DINDIGUL - 624005",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,,,,,
5545,"G.T.N COLLEGE OF TECHNOLOGY, OLD KARUR ROAD, DINDIGUL - 624005",COMPUTER SCIENCE AND ENGINEERING,119.0,,,,,,
5545,"G.T.N COLLEGE OF TECHNOLOGY, OLD KARUR ROAD, DINDIGUL - 624005",ELECTRONICS AND COMMUNICATION ENGINEERING,95.5,,,,,,
5545,"G.T.N COLLEGE OF TECHNOLOGY, OLD KARUR ROAD, DINDIGUL - 624005",INFORMATION TECHNOLOGY,,,,,,,
5546,"Jamal Mohamed College of Engineering, NH-45, Trichy Road, Morepatty, Vadamadurai, Dindigul - 624802",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),,,,,,,
5546,"Jamal Mohamed College of Engineering, NH-45, Trichy Road, Morepatty, Vadamadurai, Dindigul - 624802",COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),,,,,,,
5546,"Jamal Mohamed College of Engineering, NH-45, Trichy Road, Morepatty, Vadamadurai, Dindigul - 624802",COMPUTER SCIENCE AND ENGINEERING,108.0,,,,,,
5546,"Jamal Mohamed College of Engineering, NH-45, Trichy Road, Morepatty, Vadamadurai, Dindigul - 624802",MECHANICAL ENGINEERING,,,,,,,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",Artificial Intelligence and Data Science,131.5,,125.5,,,126.0,103.5
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",AGRICULTURAL ENGINEERING,112.0,,83.0,,,,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),115.0,,,,,,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",CIVIL ENGINEERING,,,,,,,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",COMPUTER SCIENCE AND ENGINEERING,136.0,,131.5,,,120.0,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",ELECTRONICS AND COMMUNICATION ENGINEERING,131.0,,,,,,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",INFORMATION TECHNOLOGY,118.0,,,,,93.0,
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",MECHANICAL ENGINEERING,99.5,,,,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",Artificial Intelligence and Data Science,147.5,124.5,137.5,99.5,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),140.5,130.5,133.0,,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",CIVIL ENGINEERING,133.0,,129.5,,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",COMPUTER SCIENCE AND ENGINEERING,154.0,133.0,136.5,121.5,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",ELECTRONICS AND COMMUNICATION ENGINEERING,142.0,118.0,133.5,,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",ELECTRICAL AND ELECTRONICS ENGINEERING,124.0,,113.0,,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",INFORMATION TECHNOLOGY,147.0,131.5,140.5,,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",MECHANICAL ENGINEERING,119.0,,,,,,
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",Computer Science and Engineering (Cyber Security),136.5,124.0,129.0,,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",Artificial Intelligence and Data Science,162.0,150.0,149.0,135.5,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),159.5,147.5,,121.5,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",CIVIL ENGINEERING,142.0,120.5,139.0,107.0,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",COMPUTER SCIENCE AND ENGINEERING,171.0,167.0,166.0,147.5,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",ELECTRONICS AND COMMUNICATION ENGINEERING,161.0,152.0,157.0,116.0,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",ELECTRICAL AND ELECTRONICS ENGINEERING,153.0,144.5,145.5,110.5,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",INFORMATION TECHNOLOGY,163.0,151.0,154.0,131.0,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",MECHANICAL ENGINEERING,142.0,124.0,,114.5,,,
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",Computer Science and Engineering (Cyber Security),161.5,150.0,152.5,144.5,,,
5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708.",Artificial Intelligence and Data Science,,,,,,,
5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708.",CIVIL ENGINEERING,,,,,,,
5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708.",COMPUTER SCIENCE AND ENGINEERING,100.0,,,,,,
5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708.",ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,,,
5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708.",INFORMATION TECHNOLOGY,,,,,,,
5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708.",Computer Science and Engineering (Cyber Security),,,,,,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",AERONAUTICAL ENGINEERING,,,,,,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",AGRICULTURAL ENGINEERING,103.5,,,,,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",AUTOMOBILE ENGINEERING,,,,,,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",BIO MEDICAL ENGINEERING,137.0,,128.5,,112.0,115.0,106.5
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,,,,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",CIVIL ENGINEERING,,,,,,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",COMPUTER SCIENCE AND ENGINEERING,128.0,,124.0,,95.0,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",MECHANICAL ENGINEERING,,,,,,,
5862,"RVS School of Engineering and Technology, (Formerly R V S Educational Trust's Group of Institutions), RVS Nagar, N.Paraipatti Post, Dindigul-624005.",Computer Science and Engineering (Cyber Security),111.5,,,,98.0,,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531.",Artificial Intelligence and Data Science,149.0,133.5,145.0,132.0,,,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531.",CIVIL ENGINEERING,113.0,,,,,,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531.",COMPUTER SCIENCE AND ENGINEERING,162.5,144.5,141.0,147.0,,149.0,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531.",ELECTRONICS AND COMMUNICATION ENGINEERING,152.0,139.5,142.0,131.5,,123.5,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531.",ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,98.5,93.0,,,,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531.",INFORMATION TECHNOLOGY,149.5,136.0,136.0,132.5,,,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531.",MECHANICAL ENGINEERING,118.0,,98.5,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",Artificial Intelligence and Data Science,111.0,,,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",AGRICULTURAL ENGINEERING,,,,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",CIVIL ENGINEERING,,,,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",COMPUTER SCIENCE AND ENGINEERING,124.0,,,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",ELECTRONICS AND COMMUNICATION ENGINEERING,,,,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",ELECTRICAL AND ELECTRONICS ENGINEERING,99.0,,,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",INFORMATION TECHNOLOGY,105.0,,,,,,
5902,"Bharath Niketan Engineering College, Shri Gowri Nagar, Thimmarasanaickanoor, Aundipatti, Theni District-625536.",MECHANICAL ENGINEERING,,,,,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",Artificial Intelligence and Data Science,168.0,156.0,151.5,136.5,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",Computer Science and Engineering (Internet of Things),150.5,142.5,145.5,97.0,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",COMPUTER SCIENCE AND ENGINEERING,173.5,166.0,165.0,137.5,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",ELECTRONICS AND COMMUNICATION ENGINEERING,161.0,153.0,152.5,126.5,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",ELECTRICAL AND ELECTRONICS ENGINEERING,144.5,133.0,102.0,,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",INFORMATION TECHNOLOGY,163.5,156.0,151.0,127.5,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",MECHANICAL ENGINEERING,135.0,116.5,,,,,
5904,"K.L.N.College of Engineering (Autonomous), Madurai - Nedunkulam Road, Pottapalayam, Sivagangai District-630611.",Computer Science and Engineering (Cyber Security),158.0,151.0,153.5,135.0,,,
5907,"Mohamed Sathak Engineering College (Autonomous), Sathak Nagar, East Coast Road, Pudhu Mayakulam, Kilakarai, Ramanathapuram District-623806.",Artificial Intelligence and Data Science,169.0,142.0,164.5,132.5,97.0,138.5,
